strategy,base,tier,odds,oos_win,oos_roi,bets,backed,price_column,graded_against,min_odds_floor,hold_sec,window_sec,market_status_columns,n_conditions,conditions,sql_predicate,source_book
BAS_tg_under_0067,tg_under,Vision,1.932,53.1,1.9,300,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,rk_odds_ratio <= 2.6602 AND u_drift_opp >= 0.7584 AND motif_2 <= 0.0 AND prog_x_margin >= -2.5026 AND X_u_elapsed__minus__u_time_in_lead >= -0.2546,"""rk_odds_ratio"" IS NOT NULL AND ""rk_odds_ratio"" <= 2.6602 AND ""u_drift_opp"" IS NOT NULL AND ""u_drift_opp"" >= 0.7584 AND ""motif_2"" IS NOT NULL AND ""motif_2"" <= 0.0 AND ""prog_x_margin"" IS NOT NULL AND ""prog_x_margin"" >= -2.5026 AND ""X_u_elapsed__minus__u_time_in_lead"" IS NOT NULL AND ""X_u_elapsed__minus__u_time_in_lead"" >= -0.2546",MODE3_202748.xlsx
BAS_late_lead_ho_0168,late_lead_hold,Jobber,2.208,45.8,1.8,412,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,2,trailer_price >= 1.34 AND retrace_lead <= 0.0439,"""trailer_price"" IS NOT NULL AND ""trailer_price"" >= 1.34 AND ""retrace_lead"" IS NOT NULL AND ""retrace_lead"" <= 0.0439",MODE3_202748.xlsx
BAS_prop:first_s_0065,prop:first_scorer_hold,Jobber,2.341,45.8,1.8,316,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,6,line_open >= 140.0 AND need_frac >= 0.4 AND prog_score <= 0.35 AND rk_odds_ratio <= 2.8601 AND margin_per_possession <= 0.0166 AND tg_overround <= 1.1236,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""need_frac"" IS NOT NULL AND ""need_frac"" >= 0.4 AND ""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""rk_odds_ratio"" IS NOT NULL AND ""rk_odds_ratio"" <= 2.8601 AND ""margin_per_possession"" IS NOT NULL AND ""margin_per_possession"" <= 0.0166 AND ""tg_overround"" IS NOT NULL AND ""tg_overround"" <= 1.1236",MODE3_202748.xlsx
BAS_prop:dog_lea_0151,prop:dog_leading_late,Jobber,2.394,43.8,1.8,339,prop:dog_leading_late,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,u_overround <= 1.1109 AND u_ratio_open <= 2.8919 AND tg_imp_over <= 0.6235,"""u_overround"" IS NOT NULL AND ""u_overround"" <= 1.1109 AND ""u_ratio_open"" IS NOT NULL AND ""u_ratio_open"" <= 2.8919 AND ""tg_imp_over"" IS NOT NULL AND ""tg_imp_over"" <= 0.6235",MODE3_202748.xlsx
BAS_prop:first_s_0064,prop:first_scorer_hold,Jobber,2.358,43.6,1.8,337,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,line_open >= 140.0 AND need_frac >= 0.4 AND prog_score <= 0.35 AND rk_odds_ratio <= 2.8601 AND wall_min >= 138.5,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""need_frac"" IS NOT NULL AND ""need_frac"" >= 0.4 AND ""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""rk_odds_ratio"" IS NOT NULL AND ""rk_odds_ratio"" <= 2.8601 AND ""wall_min"" IS NOT NULL AND ""wall_min"" >= 138.5",MODE3_202748.xlsx
BAS_spec:Leader_0078,spec:Leader,Npc,1.592,64.4,1.7,338,spec:Leader,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,prog_score <= 0.35 AND loser_runmax >= 1.8722 AND dow >= 1.041,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""loser_runmax"" IS NOT NULL AND ""loser_runmax"" >= 1.8722 AND ""dow"" IS NOT NULL AND ""dow"" >= 1.041",MODE3_202748.xlsx
BAS_prop:drifter_0028,prop:drifter_vs_open,Feeder,5.264,20,1.7,348,prop:drifter_vs_open,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,6,line_open >= 140.0 AND pm_away <= 2.92 AND leader_runmax <= 3.66 AND secs_since_run_started >= 0.0 AND fav_lead_m30 >= -1.0 AND u_trend <= -6.5658,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""pm_away"" IS NOT NULL AND ""pm_away"" <= 2.92 AND ""leader_runmax"" IS NOT NULL AND ""leader_runmax"" <= 3.66 AND ""secs_since_run_started"" IS NOT NULL AND ""secs_since_run_started"" >= 0.0 AND ""fav_lead_m30"" IS NOT NULL AND ""fav_lead_m30"" >= -1.0 AND ""u_trend"" IS NOT NULL AND ""u_trend"" <= -6.5658",MODE3_202748.xlsx
BAS_prop:first_s_0093,prop:first_scorer_hold,Npc,1.653,62.1,1.6,418,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,q <= 1.0 AND lead_m30 <= 1.0 AND opp >= 1.5927,"""q"" IS NOT NULL AND ""q"" <= 1.0 AND ""lead_m30"" IS NOT NULL AND ""lead_m30"" <= 1.0 AND ""opp"" IS NOT NULL AND ""opp"" >= 1.5927",MODE3_202748.xlsx
BAS_tg_under_0008,tg_under,Vision,1.711,59.1,1.6,239,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,time_at_this_price <= 28.2017 AND price_rank_in_match >= 0.3333 AND tg_imp_under >= 0.5682,"""time_at_this_price"" IS NOT NULL AND ""time_at_this_price"" <= 28.2017 AND ""price_rank_in_match"" IS NOT NULL AND ""price_rank_in_match"" >= 0.3333 AND ""tg_imp_under"" IS NOT NULL AND ""tg_imp_under"" >= 0.5682",MODE3_202748.xlsx
BAS_DRIFTED_0121,DRIFTED,Npc,1.558,65.4,1.5,351,DRIFTED,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,rk_lead_off_low <= 2.1135 AND imbal >= 0.0217 AND u_ratio_open >= 0.6317,"""rk_lead_off_low"" IS NOT NULL AND ""rk_lead_off_low"" <= 2.1135 AND ""imbal"" IS NOT NULL AND ""imbal"" >= 0.0217 AND ""u_ratio_open"" IS NOT NULL AND ""u_ratio_open"" >= 0.6317",MODE3_202748.xlsx
BAS_prop:late_le_0158,prop:late_lead_hold,Npc,1.652,61.5,1.5,336,prop:late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,dog_odds_vol_180 <= 0.15546 AND margin_range_300s >= 4.0 AND ten_mins <= 23.4436,"""dog_odds_vol_180"" IS NOT NULL AND ""dog_odds_vol_180"" <= 0.15546 AND ""margin_range_300s"" IS NOT NULL AND ""margin_range_300s"" >= 4.0 AND ""ten_mins"" IS NOT NULL AND ""ten_mins"" <= 23.4436",MODE3_202748.xlsx
BAS_prop:shorten_0152,prop:shortener_vs_open,Npc,1.638,62,1.5,317,prop:shortener_vs_open,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,lead_size >= 3.0 AND u_ratio_open <= 2.8107 AND scores_300s <= 4.0 AND fav_odds_trend_60 <= 0.2231 AND ten_mins <= 23.0897,"""lead_size"" IS NOT NULL AND ""lead_size"" >= 3.0 AND ""u_ratio_open"" IS NOT NULL AND ""u_ratio_open"" <= 2.8107 AND ""scores_300s"" IS NOT NULL AND ""scores_300s"" <= 4.0 AND ""fav_odds_trend_60"" IS NOT NULL AND ""fav_odds_trend_60"" <= 0.2231 AND ""ten_mins"" IS NOT NULL AND ""ten_mins"" <= 23.0897",MODE3_202748.xlsx
BAS_spread_dog_c_0120,spread_dog_cover,Vision,1.8,56.4,1.5,309,spread_dog_cover,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,line_open >= 140.0 AND retrace_lead <= 0.3163 AND secs_since_run_started >= 0.0 AND X_u_elapsed__minus__u_time_in_lead >= -0.1992,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""retrace_lead"" IS NOT NULL AND ""retrace_lead"" <= 0.3163 AND ""secs_since_run_started"" IS NOT NULL AND ""secs_since_run_started"" >= 0.0 AND ""X_u_elapsed__minus__u_time_in_lead"" IS NOT NULL AND ""X_u_elapsed__minus__u_time_in_lead"" >= -0.1992",MODE3_202748.xlsx
BAS_prop:first_s_0095,prop:first_scorer_hold,Npc,1.552,65.7,1.4,328,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,6,total_points_under >= 1.75 AND hour >= 2.0 AND away_odds >= 1.159999966621399 AND total_points_over < 1.899999976158142 AND tot_vs_line <= -112.908 AND rk_odds_ratio >= 1.0867,"""total_points_under"" IS NOT NULL AND ""total_points_under"" >= 1.75 AND ""hour"" IS NOT NULL AND ""hour"" >= 2.0 AND ""away_odds"" IS NOT NULL AND ""away_odds"" >= 1.159999966621399 AND ""total_points_over"" IS NOT NULL AND ""total_points_over"" < 1.899999976158142 AND ""tot_vs_line"" IS NOT NULL AND ""tot_vs_line"" <= -112.908 AND ""rk_odds_ratio"" IS NOT NULL AND ""rk_odds_ratio"" >= 1.0867",MODE3_202748.xlsx
BAS_DRIFTED_0045,DRIFTED,Jobber,2.43,41.9,1.4,328,DRIFTED,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,lead_vs_line <= -160.315 AND open_gap <= 2.2797 AND pm_away >= 1.4,"""lead_vs_line"" IS NOT NULL AND ""lead_vs_line"" <= -160.315 AND ""open_gap"" IS NOT NULL AND ""open_gap"" <= 2.2797 AND ""pm_away"" IS NOT NULL AND ""pm_away"" >= 1.4",MODE3_202748.xlsx
BAS_prop:fresh_l_0183,prop:fresh_lead,Npc,1.584,64.2,1.3,369,prop:fresh_lead,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,2,lead_vs_med <= 1.0759 AND margin_range_300s <= 5.0,"""lead_vs_med"" IS NOT NULL AND ""lead_vs_med"" <= 1.0759 AND ""margin_range_300s"" IS NOT NULL AND ""margin_range_300s"" <= 5.0",MODE3_202748.xlsx
BAS_spread_dog_c_0178,spread_dog_cover,Jobber,2.065,49.2,1.3,350,spread_dog_cover,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,2,price_move_since_score <= 1.0 AND u_overround <= 1.1091,"""price_move_since_score"" IS NOT NULL AND ""price_move_since_score"" <= 1.0 AND ""u_overround"" IS NOT NULL AND ""u_overround"" <= 1.1091",MODE3_202748.xlsx
BAS_dog_leading_0146,dog_leading,Jobber,2.388,42.6,1.3,330,dog_leading,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,6,line_open >= 140.0 AND need_frac >= 0.4 AND open_vs_now_lead <= 0.9043 AND motif_0 <= 0.0 AND X_minute__minus__u_drought <= 26.2769 AND tg_overround <= 1.1172,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""need_frac"" IS NOT NULL AND ""need_frac"" >= 0.4 AND ""open_vs_now_lead"" IS NOT NULL AND ""open_vs_now_lead"" <= 0.9043 AND ""motif_0"" IS NOT NULL AND ""motif_0"" <= 0.0 AND ""X_minute__minus__u_drought"" IS NOT NULL AND ""X_minute__minus__u_drought"" <= 26.2769 AND ""tg_overround"" IS NOT NULL AND ""tg_overround"" <= 1.1172",MODE3_202748.xlsx
BAS_prop:first_s_0094,prop:first_scorer_hold,Npc,1.586,64.8,1.2,321,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,prog_score <= 0.35 AND rk_fav_odds <= 1.75 AND leader_implied_gap >= -0.1701 AND tg_px_ratio <= 1.1098,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""rk_fav_odds"" IS NOT NULL AND ""rk_fav_odds"" <= 1.75 AND ""leader_implied_gap"" IS NOT NULL AND ""leader_implied_gap"" >= -0.1701 AND ""tg_px_ratio"" IS NOT NULL AND ""tg_px_ratio"" <= 1.1098",MODE3_202748.xlsx
BAS_spec:TG_Hist_0016,spec:TG_Historical_vs_Handicap_Under,Vision,1.773,56.8,1.2,411,spec:TG_Historical_vs_Handicap_Under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,time_at_this_price <= 28.2017 AND u_vf <= 0.8899 AND ld_rank >= 0.625 AND u_margin_abs >= 2.0 AND total_points_under <= 1.8388,"""time_at_this_price"" IS NOT NULL AND ""time_at_this_price"" <= 28.2017 AND ""u_vf"" IS NOT NULL AND ""u_vf"" <= 0.8899 AND ""ld_rank"" IS NOT NULL AND ""ld_rank"" >= 0.625 AND ""u_margin_abs"" IS NOT NULL AND ""u_margin_abs"" >= 2.0 AND ""total_points_under"" IS NOT NULL AND ""total_points_under"" <= 1.8388",MODE3_202748.xlsx
BAS_spec:HT_Unde_0042,spec:HT_Underdog_Fade,Jobber,2.478,41.6,1.2,278,spec:HT_Underdog_Fade,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,6,line_open >= 140.0 AND need_frac >= 0.4 AND prog_score <= 0.35 AND rk_odds_ratio <= 2.8601 AND margin_per_possession <= 0.0166 AND u_price_open >= 1.34,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""need_frac"" IS NOT NULL AND ""need_frac"" >= 0.4 AND ""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""rk_odds_ratio"" IS NOT NULL AND ""rk_odds_ratio"" <= 2.8601 AND ""margin_per_possession"" IS NOT NULL AND ""margin_per_possession"" <= 0.0166 AND ""u_price_open"" IS NOT NULL AND ""u_price_open"" >= 1.34",MODE3_202748.xlsx
BAS_dog_leading_0141,dog_leading,Vision,1.713,59.1,1.1,316,dog_leading,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,dog_odds_vol_180 <= 0.15546 AND price_gap >= 0.04 AND lead_changes_300s <= 2.0,"""dog_odds_vol_180"" IS NOT NULL AND ""dog_odds_vol_180"" <= 0.15546 AND ""price_gap"" IS NOT NULL AND ""price_gap"" >= 0.04 AND ""lead_changes_300s"" IS NOT NULL AND ""lead_changes_300s"" <= 2.0",MODE3_202748.xlsx
BAS_tg_under_0007,tg_under,Vision,1.775,56.5,1,314,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,time_at_this_price <= 28.2017 AND u_vf <= 0.8899 AND ld_rank >= 0.625 AND is_big_lead >= 1.0 AND tg_imp_under >= 0.5462,"""time_at_this_price"" IS NOT NULL AND ""time_at_this_price"" <= 28.2017 AND ""u_vf"" IS NOT NULL AND ""u_vf"" <= 0.8899 AND ""ld_rank"" IS NOT NULL AND ""ld_rank"" >= 0.625 AND ""is_big_lead"" IS NOT NULL AND ""is_big_lead"" >= 1.0 AND ""tg_imp_under"" IS NOT NULL AND ""tg_imp_under"" >= 0.5462",MODE3_202748.xlsx
BAS_lead_ml_0080,lead_ml,Npc,1.633,62.6,0.9,339,lead_ml,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,dog_odds_vol_180 <= 0.15546 AND u_pace <= 58.0667 AND home_pace >= 2.0,"""dog_odds_vol_180"" IS NOT NULL AND ""dog_odds_vol_180"" <= 0.15546 AND ""u_pace"" IS NOT NULL AND ""u_pace"" <= 58.0667 AND ""home_pace"" IS NOT NULL AND ""home_pace"" >= 2.0",MODE3_202748.xlsx
BAS_tg_under_lag_0038,tg_under_lag,Vision,1.779,56.2,0.9,353,tg_under_lag,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,prog_score <= 0.35 AND u_ratio_open <= 3.0575 AND u_drought <= 1241.51 AND trailer_drift <= 1.0594,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""u_ratio_open"" IS NOT NULL AND ""u_ratio_open"" <= 3.0575 AND ""u_drought"" IS NOT NULL AND ""u_drought"" <= 1241.51 AND ""trailer_drift"" IS NOT NULL AND ""trailer_drift"" <= 1.0594",MODE3_202748.xlsx
BAS_dog_leading_0150,dog_leading,Jobber,2.465,41,0.9,310,dog_leading,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,prog_score <= 0.35 AND lead_vs_line <= -151.823 AND opp_o <= 4.17 AND tg_overround <= 1.1237 AND time_left <= 0.8889,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""lead_vs_line"" IS NOT NULL AND ""lead_vs_line"" <= -151.823 AND ""opp_o"" IS NOT NULL AND ""opp_o"" <= 4.17 AND ""tg_overround"" IS NOT NULL AND ""tg_overround"" <= 1.1237 AND ""time_left"" IS NOT NULL AND ""time_left"" <= 0.8889",MODE3_202748.xlsx
BAS_prop:first_s_0099,prop:first_scorer_hold,Npc,1.627,62.3,0.8,339,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,line_open >= 140.0 AND prog_score <= 0.35 AND h_score <= 16.1205 AND is_favorite >= 1.0,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""h_score"" IS NOT NULL AND ""h_score"" <= 16.1205 AND ""is_favorite"" IS NOT NULL AND ""is_favorite"" >= 1.0",MODE3_202748.xlsx
BAS_spec:Leader_0075,spec:Leader,Npc,1.61,63.4,0.8,330,spec:Leader,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,line_open >= 140.0 AND prog_score <= 0.35 AND rk_dog_odds >= 1.8392 AND X_u_elapsed__minus__u_time_in_lead <= 1.0763 AND total_points_handicap >= 150.4538,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""rk_dog_odds"" IS NOT NULL AND ""rk_dog_odds"" >= 1.8392 AND ""X_u_elapsed__minus__u_time_in_lead"" IS NOT NULL AND ""X_u_elapsed__minus__u_time_in_lead"" <= 1.0763 AND ""total_points_handicap"" IS NOT NULL AND ""total_points_handicap"" >= 150.4538",MODE3_202748.xlsx
BAS_prop:held_le_0172,prop:held_lead,Npc,1.552,65.1,0.7,368,prop:held_lead,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,line_open >= 140.0 AND loser_runmin >= 1.2769 AND overround_now <= 1.121,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""loser_runmin"" IS NOT NULL AND ""loser_runmin"" >= 1.2769 AND ""overround_now"" IS NOT NULL AND ""overround_now"" <= 1.121",MODE3_202748.xlsx
BAS_late_lead_ho_0113,late_lead_hold,Npc,1.634,62.4,0.7,361,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,prog_score <= 0.35 AND lead_vs_line <= -151.823 AND opp_o <= 4.17 AND pace_last_300s_vs_line >= -171.0969,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""lead_vs_line"" IS NOT NULL AND ""lead_vs_line"" <= -151.823 AND ""opp_o"" IS NOT NULL AND ""opp_o"" <= 4.17 AND ""pace_last_300s_vs_line"" IS NOT NULL AND ""pace_last_300s_vs_line"" >= -171.0969",MODE3_202748.xlsx
BAS_dog_leading_0149,dog_leading,Jobber,2.453,41.3,0.7,348,dog_leading,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,line_open >= 140.0 AND pace_last_300s_vs_line <= -115.005 AND tg_overround <= 1.1237,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""pace_last_300s_vs_line"" IS NOT NULL AND ""pace_last_300s_vs_line"" <= -115.005 AND ""tg_overround"" IS NOT NULL AND ""tg_overround"" <= 1.1237",MODE3_202748.xlsx
BAS_prop:q4_clos_0129,prop:q4_close_trailer,Feeder,5.205,20.8,0.5,311,prop:q4_close_trailer,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,line_open >= 140.0 AND pm_away <= 2.92 AND rk_fav_odds >= 1.0142 AND lead_change_last_300s >= -5.0,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""pm_away"" IS NOT NULL AND ""pm_away"" <= 2.92 AND ""rk_fav_odds"" IS NOT NULL AND ""rk_fav_odds"" >= 1.0142 AND ""lead_change_last_300s"" IS NOT NULL AND ""lead_change_last_300s"" >= -5.0",MODE3_202748.xlsx
BAS_prop:h1_lead_0175,prop:h1_leader_hold,Npc,1.568,64.2,0.4,369,prop:h1_leader_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,line_open >= 140.0 AND rk_lead_off_high >= 0.2333 AND lead_m15 <= 1.0 AND X_point_spread_home__x__q1_lead >= 1.8237,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""rk_lead_off_high"" IS NOT NULL AND ""rk_lead_off_high"" >= 0.2333 AND ""lead_m15"" IS NOT NULL AND ""lead_m15"" <= 1.0 AND ""X_point_spread_home__x__q1_lead"" IS NOT NULL AND ""X_point_spread_home__x__q1_lead"" >= 1.8237",MODE3_202748.xlsx
BAS_late_lead_ho_0106,late_lead_hold,Npc,1.607,62.7,0.4,335,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,line_open >= 140.0 AND prog_score <= 0.35 AND rk_dog_odds >= 1.8392 AND X_u_elapsed__minus__u_time_in_lead <= 1.0763 AND wall_min >= 131.5,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""rk_dog_odds"" IS NOT NULL AND ""rk_dog_odds"" >= 1.8392 AND ""X_u_elapsed__minus__u_time_in_lead"" IS NOT NULL AND ""X_u_elapsed__minus__u_time_in_lead"" <= 1.0763 AND ""wall_min"" IS NOT NULL AND ""wall_min"" >= 131.5",MODE3_202748.xlsx
BAS_tg_under_0066,tg_under,Vision,1.909,53,0.4,431,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,total_points_under >= 1.75 AND pm_away <= 2.85 AND X_X_u_elapsed__minus__u_time_in_lead__minus__X_u_pace__over__u_time_in_lead <= -19.1179 AND dog_odds_vol_180 <= 0.653,"""total_points_under"" IS NOT NULL AND ""total_points_under"" >= 1.75 AND ""pm_away"" IS NOT NULL AND ""pm_away"" <= 2.85 AND ""X_X_u_elapsed__minus__u_time_in_lead__minus__X_u_pace__over__u_time_in_lead"" IS NOT NULL AND ""X_X_u_elapsed__minus__u_time_in_lead__minus__X_u_pace__over__u_time_in_lead"" <= -19.1179 AND ""dog_odds_vol_180"" IS NOT NULL AND ""dog_odds_vol_180"" <= 0.653",MODE3_202748.xlsx
BAS_prop:held_le_0171,prop:held_lead,Npc,1.561,64.8,0.3,315,prop:held_lead,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,line_open >= 140.0 AND pm_away <= 2.92 AND leader_runmax <= 3.66 AND lead_vs_med <= 1.175 AND line_flat >= 1.6026,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""pm_away"" IS NOT NULL AND ""pm_away"" <= 2.92 AND ""leader_runmax"" IS NOT NULL AND ""leader_runmax"" <= 3.66 AND ""lead_vs_med"" IS NOT NULL AND ""lead_vs_med"" <= 1.175 AND ""line_flat"" IS NOT NULL AND ""line_flat"" >= 1.6026",MODE3_202748.xlsx
BAS_tg_under_lag_0131,tg_under_lag,Vision,1.919,52.7,0.3,293,tg_under_lag,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3,dog_odds_vol_180 <= 0.15546 AND odds_ratio <= 1.209 AND spread_cover_now >= -4.4051,"""dog_odds_vol_180"" IS NOT NULL AND ""dog_odds_vol_180"" <= 0.15546 AND ""odds_ratio"" IS NOT NULL AND ""odds_ratio"" <= 1.209 AND ""spread_cover_now"" IS NOT NULL AND ""spread_cover_now"" >= -4.4051",MODE3_202748.xlsx
BAS_tg_under_lag_0137,tg_under_lag,Vision,1.926,52.4,0.3,306,tg_under_lag,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5,prog_score <= 0.35 AND odds_ratio <= 1.2094 AND pts_last_60s <= 6.0 AND lead_m15 <= 1.0 AND eng_score_tied <= 0.0,"""prog_score"" IS NOT NULL AND ""prog_score"" <= 0.35 AND ""odds_ratio"" IS NOT NULL AND ""odds_ratio"" <= 1.2094 AND ""pts_last_60s"" IS NOT NULL AND ""pts_last_60s"" <= 6.0 AND ""lead_m15"" IS NOT NULL AND ""lead_m15"" <= 1.0 AND ""eng_score_tied"" IS NOT NULL AND ""eng_score_tied"" <= 0.0",MODE3_202748.xlsx
BAS_tg_under_lag_0133,tg_under_lag,Vision,1.91,52.5,0.2,347,tg_under_lag,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,4,pm_ratio <= 3.6843 AND imbal >= 0.0164 AND line_flat >= 0.8667 AND pts_last_60s <= 4.4615,"""pm_ratio"" IS NOT NULL AND ""pm_ratio"" <= 3.6843 AND ""imbal"" IS NOT NULL AND ""imbal"" >= 0.0164 AND ""line_flat"" IS NOT NULL AND ""line_flat"" >= 0.8667 AND ""pts_last_60s"" IS NOT NULL AND ""pts_last_60s"" <= 4.4615",MODE3_202748.xlsx
BAS_spec:Loser_1_0024,spec:Loser_1G,Ino,5.2,19.4,0.1,327,spec:Loser_1G,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,6,line_open >= 140.0 AND pm_away <= 2.92 AND leader_runmax <= 3.66 AND secs_since_run_started >= 0.0 AND fav_lead_m30 >= -1.0 AND u_trend <= -5.7851,"""line_open"" IS NOT NULL AND ""line_open"" >= 140.0 AND ""pm_away"" IS NOT NULL AND ""pm_away"" <= 2.92 AND ""leader_runmax"" IS NOT NULL AND ""leader_runmax"" <= 3.66 AND ""secs_since_run_started"" IS NOT NULL AND ""secs_since_run_started"" >= 0.0 AND ""fav_lead_m30"" IS NOT NULL AND ""fav_lead_m30"" >= -1.0 AND ""u_trend"" IS NOT NULL AND ""u_trend"" <= -5.7851",MODE3_202748.xlsx
